given_name,family_name,date_of_birth,place_of_birth
Sean,Currie,1967-12-13,Kinross
Susan,Bentham,1978-01-02,Arbroath
Samuel,Murray,1872-09-29,Bellshill
Daniel,Henderson,1854-03-03,Port Glasgow
Richard,Doyle,1972-11-22,Peterhead
Nancy,Booth,1843-07-02,Stirling
Donald,Ross,1874-01-05,Forres
Elsie,Walker,1851-10-10,Glasgow
Robert,Hyam,1976-02-05,Glasgow
Janet,Gray,1975-06-17,Londonderry
Arthur,Wood,1901-01-21,Peebles
Daniel,Bennett,1840-05-19,Ayr
Florence,Norman,1967-11-14,Dungannon
Michael,Walker,1872-06-12,Tillicoultry
Ethel,Duff,1957-04-12,Stornoway
Violet,Hopkins,1984-12-06,Irvine
Thirza,Ross,1857-06-09,Dundee
Hugh,Bentham,1842-01-20,Airdrie
Hilda,McKay,1970-11-30,Arbroath
Agnes,Doyle,1865-07-05,Oban
James,Hamilton,1881-04-09,Cupar
Jonathan,Crawford,1892-05-31,Stornoway
Thomas,Findlay,1883-06-19,Selkirk
Sheila,Wallace,1920-01-21,Kilmarnock
Thomas,Denton,1854-05-23,Banbridge
Grace,Mclaughlan,1867-08-14,West Calder
Leonard,Booth,1919-10-25,Peebles
Dorothy,Henderson,1929-09-08,Bellshill
Harold,Hopkins,1945-12-17,Carluke
Frederick,Hay,1966-05-09,Dalkeith
Alexander,Norman,1970-12-24,St Andrews
Helen,Joynson,1973-07-16,Peterhead
Kenneth,Black,1871-03-13,Ballymena
Margaret,Wallace,1860-06-13,Portsoy
Donald,Johnston,1958-10-19,Lerwick
Mabel,Williams,1868-03-06,Kilmarnock
Dorothy,Martin,1963-02-24,Cupar
Mary,Clark,1966-04-10,Lockerbie
Norman,Denton,1858-06-11,Hawick
Muriel,Beetham,1941-04-22,Bangor
Steven,Martin,1859-09-08,Londonderry
Christopher,Craig,1895-08-31,Stirling
Christopher,Burns,1937-08-10,Kirkwall
Steven,Hutchinson,1935-10-06,Annan
Sidney,Hutchinson,1882-05-03,Motherwell
Henry,Hyam,1864-11-22,Grantown-on-Spey
Charles,Smith,1869-10-09,Bangor
Philip,Wood,1873-02-25,Wishaw
Albert,Doyle,1844-04-10,Langholm
Christopher,Gordon,1921-12-27,Dingwall
Colin,Kennedy,1951-01-28,Ayr
Beatrice,Wood,1952-07-17,Golspie
Sidney,Walker,1877-07-26,Nairn
Agnes,Farrow,1864-10-09,Stonehaven
Charles,Currie,1918-03-21,Campbeltown
James,Hunter,1910-12-13,Newtownards
Gladys,Chandler,1877-06-02,Wick
Andrew,Farrow,1862-02-27,Enniskillen
Alice,Rogerson,1921-04-29,Strabane
Peter,Smith,1919-11-01,Bridge of Allan
Stanley,Booth,1957-02-24,Bathgate
Ian,Norman,1889-02-04,Newry
Jose,Bennett,1967-01-04,Castle Douglas
Florence,Fraser,1924-06-17,Kinross
Dorothy,Barth,1989-10-21,Dungannon
Grace,Rogerson,1898-08-10,Motherwell
Susan,Duncan,1982-07-28,Carluke
Amos,Venters,1885-03-20,Annan
Alice,McKay,1970-07-27,Portsoy
Arthur,Ritchie,1877-09-17,Irvine
Jean,Craig,1934-01-20,Enniskillen
Colin,Mclaughlan,1954-09-29,Perth
Ronald,Farrow,1944-05-18,Nairn
Sheila,Simpson,1970-07-02,Bathgate
Gladys,Williamson,1872-01-25,Huntly
Grace,Chandler,1845-03-03,Thurso
Patrick,Simpson,1941-04-20,Dalbeattie
Ronald,Wright,1868-02-19,Falkirk
Jean,MacDonald,1859-11-22,Lerwick
William,Beetham,1955-11-05,Thurso
Nellie,Bell,1880-08-02,Alloa
Leonard,Hetherington,1936-01-01,Larne
Violet,Watt,1949-12-31,Ardrossan
Steven,Beetham,1862-11-14,Rothesay
Frederick,Kennedy,1860-10-01,Leven
Christopher,Stevenson,1968-05-31,Dalbeattie
Ruth,Duff,1842-03-21,West Calder
Gladys,Cash,1920-12-13,Grantown-on-Spey
Norman,Hyam,1972-12-16,West Calder
Sidney,Grant,1935-04-16,Newry
Jonathan,Hunter,1934-03-21,Galashiels
James,Anderson,1887-09-28,Aberdeen
Ronald,Watt,1938-09-05,Bellshill
Gladys,Helm,1933-04-24,Selkirk
Jane,Penney,1974-03-11,Montrose
Elizabeth,Jeffery,1852-01-21,Falkirk
Edward,Fraser,1843-12-20,Nairn
Ada,Stevenson,1886-08-04,Milngavie
Christopher,Mitchell,1900-04-27,Bathgate
Charles,Hutchinson,1972-01-06,Motherwell
Janet,Wright,1856-01-19,Kilsyth
Norman,Hopkins,1912-12-17,Forfar
Josephine,Wilson,1889-04-16,St Andrews
John,Stewart,1959-04-02,Inverness
Iris,Burns,1988-02-01,Portsoy
Ian,Anderson,1854-01-14,Cupar
Grace,Scott,1914-06-01,Invergordon
Kathleen,Duncan,1901-04-27,Larne
Jane,Simpson,1918-09-18,Kirkcaldy
Dorothy,Williamson,1923-04-21,Grantown-on-Spey
Christopher,Kennedy,1945-12-15,Hawick
Hilda,Penney,1842-08-29,Kirriemuir
Sean,Gray,1927-11-29,Irvine
Violet,Denton,1864-10-14,Peterhead
Grace,Young,1863-04-30,Newry
Jose,Sinclair,1867-03-04,Keith
Ian,Helm,1966-11-18,Anstruther
Anne,Styles,1915-06-26,Huntly
Nellie,Renshaw,1907-09-30,Kelso
Henry,Bennett,1963-06-09,Golspie
Hilda,Barth,1935-12-15,Portsoy
Patrick,Hopkins,1970-09-01,Arbroath
Sheila,Bell,1945-02-08,Lerwick
Nellie,Beetham,1888-08-17,Irvine
Christopher,Dixon,1849-08-18,Blairgowrie
Alexander,Duncan,1967-10-30,Golspie
Jonathan,Cunningham,1988-08-11,Elgin
Andrew,Allan,1899-10-02,Hamilton
George,Allan,1899-09-05,Alloa
William,Martin,1965-02-24,Newtownards
Sarah,Bentham,1985-03-23,Barrhead
Patrick,Wood,1932-09-02,Kirriemuir
Leonard,Brown,1866-10-20,Kirkcaldy
Michael,Stewart,1897-09-04,Tillicoultry
Anne,Burns,1923-07-26,Kirkcaldy
Thirza,Douglas,1983-01-22,Lockerbie
Philip,Hay,1965-04-15,Langholm
Arthur,Venters,1923-01-29,Bellshill
Jose,Stevenson,1921-12-06,Larne
Colin,Clements,1965-01-05,Airdrie
Samuel,Thomson,1924-08-21,Strabane
Joseph,Allan,1904-02-11,Barrhead
Jean,Wilson,1904-12-04,Downpatrick
Samuel,Duff,1946-12-03,Buckie
Alexander,Denton,1871-08-06,Ballymena
George,Jeffery,1868-04-19,Buckie
Josephine,Styles,1969-09-25,Newton Stewart
Florence,Simpson,1911-10-30,Dalbeattie
Christopher,Gray,1962-01-28,Stonehaven
Jean,Venters,1982-03-15,Hamilton
Stanley,Douglas,1867-05-22,Thurso
Albert,McKay,1984-11-04,Edinburgh
Nellie,Clements,1952-12-11,Tillicoultry
Christopher,Millar,1859-03-25,Bridge of Allan
Sean,Bennett,1896-06-06,Wick
Alice,Graham,1988-01-13,Milngavie
Kathleen,Hutchinson,1920-06-28,Castle Douglas
Thomas,Ross,1873-09-11,Bangor
Agnes,Penney,1958-05-06,Helensburgh
Christopher,Grant,1969-02-26,Lisburn
Hugh,Mclaughlan,1847-07-30,Langholm
Leonard,Cunningham,1948-01-14,Port Glasgow
Alexander,Renshaw,1984-12-17,Lisburn
Thomas,Booth,1954-09-10,Huntly
Iris,Kennedy,1926-04-30,Bangor
Richard,Venters,1884-03-05,Paisley
Robert,Martin,1934-01-07,Stranraer
Alan,Stevenson,1926-02-02,Newtownards
Albert,Hamilton,1882-05-18,Dingwall
Colin,Williams,1913-10-18,Musselburgh
Steven,Bennett,1888-03-06,Musselburgh
Betty,Doyle,1923-01-08,Peterhead
Violet,Reid,1951-08-24,Cookstown
Violet,Findlay,1966-11-15,Dalbeattie
Mary,Penney,1868-07-26,Bellshill
Donald,Ross,1971-12-12,Musselburgh
Thomas,Fraser,1903-12-09,Newtownards
Harold,Morrison,1971-07-14,Dalry
Andrew,Rogerson,1899-03-03,Dromore
Frederick,Watson,1934-06-26,Kinross
Charles,Taylor,1903-10-21,Kirriemuir
Nellie,Hyam,1971-05-16,Keith
Susan,Mclaughlan,1964-09-30,Airdrie
Stanley,MacDonald,1986-08-05,Wick
Beatrice,Johnston,1983-03-13,Dunfermline
Peter,Joynson,1963-09-20,Dumbarton
Ian,Bell,1964-05-17,Banff
Ruth,Morrison,1863-02-05,Bangor
Betty,Doyle,1896-01-08,Dromore
Elsie,Currie,1982-06-03,Crieff
Alice,Black,1868-10-15,Lanark
Thomas,Graham,1892-03-30,Kinross
Lily,Burns,1907-10-27,Ballymoney
Betty,Stewart,1958-10-09,Haddington
Harold,Latham,1861-03-07,Annan
Jean,Ritchie,1884-08-12,Airdrie
Steven,Johnston,1959-10-11,Blairgowrie
Josephine,Helm,1842-04-03,Haddington
Violet,Clements,1888-12-23,St Andrews
Winifred,Latham,1921-08-22,Kilsyth
Josephine,Smith,1939-08-27,Kilsyth
Joseph,Watson,1979-09-27,Bridge of Allan
Robert,Fraser,1841-11-07,Huntly
Peter,Clark,1883-08-05,Barrhead
Michael,Hyam,1845-11-12,Grantown-on-Spey
Ada,Venters,1842-11-07,Newtownards
Olive,Wood,1842-10-31,Cupar
Alan,Ghillyer,1977-02-06,Kilmarnock
Ruth,Paterson,1951-11-23,Dumfries
Thomas,Stewart,1874-07-11,Glasgow
Muriel,Marshall,1972-09-13,Portsoy
William,Renshaw,1971-09-25,Campbeltown
Winifred,Smith,1890-07-11,Stranraer
Steven,Marshall,1926-09-09,Fraserburgh
Kathleen,Thomson,1973-09-14,Newtownards
Arthur,Smith,1898-06-20,Alloa
Sean,Sinclair,1856-09-05,Stonehaven
Iris,Watson,1856-01-12,Belfast
Jean,Young,1965-04-15,Lockerbie
Patrick,Jeffery,1924-03-16,Lerwick
Philip,Jeffery,1942-04-25,Omagh
Patrick,Allan,1919-03-24,Cookstown
Beatrice,Allan,1902-07-06,Brechin
Ronald,Jeffery,1940-04-02,Stornoway
Joseph,Hutchinson,1984-04-21,Omagh
Hilda,Williams,1971-02-24,Dundee
Thomas,Williams,1929-06-22,Arbroath
Muriel,Milne,1866-04-15,Arbroath
Stanley,Mclaughlan,1881-06-23,Kirkintilloch
Betty,Craig,1913-05-07,Lisburn
Gladys,Robertson,1843-04-03,Hawick
Christopher,Jones,1931-09-10,Bellshill
Janet,Molnar,1896-01-20,Clydebank
Lily,Campbell,1919-05-31,Castle Douglas
Thirza,Chandler,1968-05-19,Bridge of Allan
Jean,Mitchell,1863-11-01,Newry
Winifred,Barth,1920-09-14,Armagh
Henry,Barth,1842-03-01,Helensburgh
Iris,Millar,1901-11-27,Annan
Amos,Clark,1988-07-05,Dundee
Patrick,Martin,1984-03-30,Kirkintilloch
Susan,Munro,1943-12-01,Lurgan
Mary,Helm,1940-06-23,Dalry
Nancy,Craig,1959-02-02,Stranraer
Leonard,Crawford,1851-11-11,Cookstown
Violet,Rogerson,1982-01-28,Arbroath
Olive,Molnar,1889-10-05,Thurso
Elsie,Hopkins,1947-02-05,Stornoway
Betty,Bentham,1979-12-11,Clydebank
Ethel,Styles,1910-09-24,Motherwell
Jose,Ritchie,1953-02-02,Brechin
Josephine,Bruce,1979-08-08,Helensburgh
Catherine,Shaw,1881-12-09,Alloa
Jonathan,Graham,1936-01-27,Dunfermline
Albert,Douglas,1875-04-04,Ballymena
Jean,Beetham,1900-02-16,Kirkwall
Harold,Bruce,1932-02-11,Castle Douglas
Donald,Simpson,1875-06-18,Campbeltown
Jane,Hetherington,1954-08-27,Annan
Florence,Campbell,1846-09-01,Lerwick
Albert,Campbell,1935-10-14,Omagh
William,Mitchell,1936-12-21,Armagh
Peter,Molnar,1858-06-20,Jedburgh
Amos,Simpson,1987-11-01,Bangor
Susan,Martin,1849-12-26,Buckie
Amos,Sinclair,1885-04-06,Bathgate
Joseph,Hay,1941-12-10,Newtownards
Dorothy,McKay,1979-12-24,Dromore
Harold,Douglas,1843-08-18,Haddington
John,Ferguson,1940-11-18,Armagh
Susan,Doyle,1870-01-04,Bathgate
Nellie,Bennett,1960-02-08,Castle Douglas
Thomas,Walker,1869-01-23,Nairn
Janet,Bentham,1977-08-19,Forres
Iris,Latham,1884-08-16,Airdrie
Alice,Sinclair,1989-06-24,Stranraer
Hilda,Sinclair,1973-03-05,Bathgate
Gladys,Helm,1985-05-05,Edinburgh
Doris,Smith,1868-06-02,Lockerbie
Helen,Stewart,1941-08-18,Lockerbie
Amos,Graham,1870-11-15,Coatbridge
Charles,Wallis,1874-02-15,Irvine
Joseph,Gray,1946-08-23,Blairgowrie
Nellie,Bruce,1871-11-12,Kirriemuir
Helen,Bruce,1955-07-14,Dingwall
Thirza,Reid,1854-11-30,Downpatrick
Ada,Morrison,1896-02-01,Wishaw
Helen,Thomson,1949-01-30,Invergordon
Gladys,Findlay,1904-08-24,Kelso
Winifred,Duff,1898-12-13,Galashiels
Violet,Hay,1855-03-10,Montrose
Nancy,Denton,1863-09-23,Armagh
Lily,Gordon,1925-11-11,Coatbridge
Thomas,Crawford,1888-09-10,Fraserburgh
Arthur,Craig,1869-01-31,Dumbarton
Patrick,Gordon,1974-05-21,Tillicoultry
Sarah,McKay,1853-04-09,Kirkcaldy
Henry,Bentham,1951-03-03,Kinross
Richard,Kerr,1982-02-13,Carluke
Gladys,Black,1850-09-29,Annan
Jonathan,Stewart,1861-07-18,Galashiels
Richard,Reid,1961-04-06,Stonehaven
Christopher,Johnston,1847-07-19,Forres
Christopher,Stewart,1882-03-08,West Calder
Christopher,Young,1847-06-30,Aberdeen
Jonathan,Stevenson,1864-07-12,Londonderry
Sarah,Douglas,1871-09-28,Musselburgh
Peter,Joynson,1935-03-28,Newry
Alan,Gordon,1968-12-24,Cupar
Stanley,Johnston,1898-11-15,Buckie
Susan,Simpson,1945-08-10,Bangor
Arthur,Hutchinson,1841-06-16,Port Glasgow
Nellie,McKay,1898-09-30,Lerwick
Samuel,Jones,1925-11-09,Paisley
Samuel,Wallis,1975-07-07,Strabane
Stanley,Burns,1952-03-11,Ayr
James,Hutchinson,1897-10-25,Downpatrick
Lily,Gray,1979-08-11,Falkirk
Peter,Hyam,1946-04-15,Coatbridge
Hilda,Brown,1915-09-07,Strabane
Sarah,Molnar,1961-01-07,Kelso
Stanley,Jeffery,1975-04-10,Bathgate
Gladys,Humphreys,1926-04-12,Barrhead
Peter,Campbell,1957-07-03,Elgin
Kenneth,McKay,1954-08-11,Brechin
Anne,Currie,1878-04-17,Ardrossan
Muriel,Clements,1944-07-20,Blairgowrie
Jose,Wright,1849-09-06,Hamilton
David,Murray,1970-10-15,Perth
Arthur,Johnston,1856-07-05,Banbridge
Jonathan,Gray,1967-06-24,Kirkwall
Ian,Ritchie,1936-01-30,Dalry
Ronald,Cunningham,1895-11-28,Crieff
Florence,Allan,1958-05-09,Tillicoultry
Joseph,Simpson,1937-05-07,Hamilton
Frederick,Williamson,1881-02-01,Dromore
Doris,Venters,1871-03-12,Invergordon
Donald,Ritchie,1917-05-22,Banff
Mary,Hopkins,1848-04-29,Grantown-on-Spey
Stanley,Bruce,1866-09-27,Fraserburgh
Helen,Norman,1962-02-10,Newtownards
Edward,Martin,1889-06-02,Lurgan
James,Stevenson,1914-09-12,Cupar
Frederick,Martin,1966-04-03,Bangor
William,Stevenson,1845-04-05,Ballymoney
James,Renshaw,1986-12-08,Milngavie
Henry,Joynson,1858-09-20,Greenock
Kathleen,Shaw,1891-03-18,Dufftown
Betty,Molnar,1874-10-16,Hamilton
Jean,Renshaw,1855-03-27,Paisley
Norman,Renshaw,1848-05-09,Barrhead
Peter,Renshaw,1879-11-29,Peebles
Albert,Munro,1944-12-29,Banff
Jane,Gray,1869-02-12,Brechin
Jonathan,Barth,1944-02-19,Edinburgh
Andrew,Styles,1877-03-15,Nairn
Dorothy,Clements,1984-05-16,West Calder
James,Jeffery,1971-01-19,Huntly
Hugh,Shaw,1928-09-14,Kinross
David,Norman,1961-06-14,Keith
Richard,Duff,1856-06-12,Stonehaven
Winifred,Clark,1840-01-18,Annan
David,Wilson,1975-06-29,Milngavie
Edith,Styles,1979-05-02,Dromore
Alice,Ferguson,1877-06-20,Port Glasgow
Mary,Helm,1952-06-19,Dalkeith
Norman,Young,1921-11-26,Carluke
Jose,Humphreys,1936-03-25,Dalry
Nellie,Mitchell,1935-01-13,Forres
Mabel,Milne,1982-02-03,Bathgate
Thomas,Reid,1984-05-06,Portadown
Joseph,Findlay,1963-11-14,Glasgow
Olive,Wood,1906-10-19,Newton Stewart
Norman,Douglas,1886-04-23,Jedburgh
Catherine,Young,1927-06-17,Aberdeen
Henry,Mitchell,1946-07-11,Dumbarton
Michael,Wilson,1939-05-09,Paisley
Ada,Marshall,1851-05-29,Keith
Doris,Munro,1945-02-08,Bangor
Sean,Thomson,1879-07-26,Irvine
Sidney,Hamilton,1989-01-09,Ardrossan
Thirza,Bruce,1949-08-13,Dalbeattie
Olive,Styles,1932-09-30,Oban
James,Hyam,1899-07-30,Portsoy
Betty,Shaw,1943-04-12,Montrose
John,Booth,1857-09-15,Dufftown
Charles,Watt,1950-09-29,Newtownards
Donald,Currie,1862-04-30,Hamilton
Jane,Booth,1897-05-28,Falkirk
Henry,Thomson,1932-02-15,Brechin
Anne,Helm,1842-12-12,Tillicoultry
Gladys,Gordon,1925-09-30,Banff
Doris,Clark,1915-02-11,Kirriemuir
Alan,Black,1950-02-13,Newtownards
Margaret,Paterson,1915-06-26,Milngavie
Sidney,Marshall,1962-09-11,Lurgan
Amos,Martin,1879-11-07,Oban
Sidney,McKay,1956-08-03,Coatbridge
Joseph,Clark,1849-03-11,Londonderry
Dorothy,Allan,1924-03-10,Montrose
Ethel,Graham,1925-11-22,Rothesay
Donald,Stewart,1945-08-29,Inverness
Muriel,Thomson,1965-01-19,Lisburn
Anne,Molnar,1956-12-08,Hawick
Ronald,Black,1888-10-14,Carrickfergus
Janet,Ritchie,1882-12-03,Londonderry
Sarah,MacDonald,1924-12-09,Grantown-on-Spey
Janet,Millar,1896-05-06,Keith
Thomas,Mclaughlan,1955-02-14,Dalbeattie
Doris,Renshaw,1908-06-04,Wick
Beatrice,Duncan,1920-01-09,Hawick
Nancy,Denton,1950-03-28,Forfar
Agnes,Beetham,1854-07-24,Stirling
Ethel,Fraser,1977-08-11,Kirriemuir
Anne,Beetham,1849-05-17,Stonehaven
Iris,Grant,1925-02-14,West Calder
Christopher,Bruce,1952-04-21,Invergordon
Edith,Allan,1957-01-10,Kirkwall
Colin,Crawford,1983-09-12,Dungannon
Patrick,Murray,1942-07-01,Port Glasgow
Edward,Wallace,1962-05-08,Belfast
Henry,Millar,1988-12-13,Huntly
Edward,Renshaw,1945-01-28,Arbroath
Kenneth,Helm,1950-01-25,Tillicoultry
Richard,Williams,1935-04-01,Hawick
Muriel,Booth,1962-07-27,Belfast
Philip,Jeffery,1951-07-18,Arbroath
Amos,Allan,1853-09-16,Banbridge
Susan,Joynson,1916-01-31,Langholm
Florence,Ross,1848-02-17,Annan
Ada,Hamilton,1980-09-07,Barrhead
Winifred,Allan,1871-11-24,Leven
Mary,Hamilton,1935-08-24,Haddington
Donald,Bell,1985-02-03,Ballymoney
Donald,Humphreys,1912-03-27,Coatbridge
Janet,Joynson,1937-12-15,Huntly
Catherine,Venters,1951-03-24,Campbeltown
Albert,Johnston,1873-12-22,Huntly
Jean,Wilson,1841-07-05,Fraserburgh
Philip,Molnar,1852-01-06,Kilmarnock
Amos,Gray,1895-10-20,Ardrossan
Joseph,Ferguson,1890-09-29,Edinburgh
Jonathan,Penney,1933-06-02,Portsoy
Alexander,Mclaughlan,1885-05-29,Greenock
Colin,Watson,1973-04-19,Coleraine
Andrew,McKay,1957-07-03,Bridge of Allan
Janet,Norman,1849-07-10,Banbridge
Winifred,Martin,1901-09-30,Dromore
Jane,Norman,1937-02-24,Campbeltown
Josephine,Campbell,1951-03-02,Nairn
Florence,Bentham,1872-03-25,Banff
Violet,Kennedy,1881-09-25,Kilsyth
Nancy,Barth,1925-12-06,Omagh
Jane,Paterson,1977-05-04,Dalbeattie
Jean,Joynson,1854-05-25,Greenock
Sidney,Mclaughlan,1940-08-31,Kilmarnock
James,Henderson,1958-05-13,Newton Stewart
Richard,Venters,1909-11-16,Airdrie
Sidney,Wright,1849-08-06,Montrose
Hugh,Currie,1864-12-14,Dalkeith
Ian,Black,1938-07-19,Campbeltown
Jane,Hutchinson,1895-03-16,Tillicoultry
Edith,Milne,1872-10-23,Bridge of Allan
Amos,Cash,1869-12-20,Stonehaven
Nellie,Watson,1943-02-20,Inverness
Edith,Hyam,1923-02-18,Coleraine
Sidney,Taylor,1937-12-04,Bathgate
Nellie,Gray,1937-02-25,Inverness
Susan,Jones,1977-02-13,Kirkintilloch
Jose,Bruce,1925-11-01,Carluke
Jonathan,Marshall,1867-11-12,Armagh
Joseph,Helm,1852-12-26,Leven
Donald,Wallis,1922-11-18,Ballymoney
Amos,Ross,1990-07-06,Coleraine
Olive,Clements,1901-01-17,Cookstown
Jane,Duff,1981-07-23,West Calder
Sarah,Molnar,1904-12-03,Alloa
Mabel,Millar,1980-04-14,Newry
Peter,Hyam,1930-12-19,Inverness
Susan,Brown,1923-09-11,Anstruther
Alan,Marshall,1962-09-27,Bathgate
Kathleen,Barth,1988-11-06,Buckie
Sidney,Latham,1952-06-08,Barrhead
Thirza,Craig,1933-11-04,Lockerbie
Agnes,Duff,1842-02-15,Carrickfergus
Sheila,Simpson,1865-01-25,Dumbarton
Josephine,MacDonald,1856-05-14,Bathgate
Dorothy,Chandler,1947-03-09,Kilsyth
Agnes,Beetham,1947-12-21,Barrhead
Joseph,Hutchinson,1971-12-01,Greenock
Agnes,Allan,1936-03-22,Forres
Robert,Hyam,1913-11-19,Oban
Dorothy,Young,1844-08-30,Belfast
Susan,Taylor,1975-08-04,Arbroath
Edward,Black,1872-02-11,Bridge of Allan
Peter,Morrison,1880-06-20,Stonehaven
Nancy,Martin,1847-11-18,West Calder
Kenneth,Penney,1844-02-24,Tillicoultry
Sidney,Fraser,1847-02-02,Elgin
Nellie,Morrison,1894-07-04,Londonderry
Lily,Watt,1872-05-05,Dufftown
Mabel,Jeffery,1845-08-24,Airdrie
Steven,Smith,1895-07-22,Dunfermline
Christopher,Douglas,1949-01-22,Coleraine
Janet,Kennedy,1889-07-21,Bellshill
Anne,Hyam,1859-07-08,Langholm
Jane,Campbell,1865-01-06,Golspie
Charles,Marshall,1949-08-02,Rothesay
Elsie,Wilson,1980-01-04,Thurso
Violet,Thomson,1857-05-17,Dufftown
Sarah,Ghillyer,1935-11-16,Hamilton
Peter,Black,1889-02-07,Lanark
Donald,Hamilton,1921-06-22,Airdrie
Agnes,Hamilton,1898-01-04,Portadown
Edward,Williams,1887-01-09,Tillicoultry
Amos,Watson,1912-01-12,Buckie
Violet,Mitchell,1941-10-28,Larne
Lily,Hetherington,1896-08-10,Paisley
Agnes,Bruce,1948-10-24,Dumbarton
Jose,Cash,1854-06-16,Carluke
Edward,Munro,1934-02-06,Buckie
Peter,Marshall,1950-03-29,Buckie
Steven,Gray,1873-06-03,Ballymena
Nancy,Williamson,1923-05-30,Bangor
Sean,Bruce,1913-07-14,Dumbarton
Sarah,Clements,1962-12-26,Bridge of Allan
Sidney,Doyle,1870-08-13,Dundee
Lily,Anderson,1925-01-02,Dunfermline
James,Gordon,1865-08-09,Langholm
Amos,Campbell,1981-05-03,Newton Stewart
Leonard,Robertson,1973-10-23,Kirriemuir
Frederick,Bell,1883-11-18,Cookstown
Beatrice,Jeffery,1982-11-08,Galashiels
Ruth,Barth,1876-05-16,Ballymoney
Hilda,Murray,1860-03-10,Stornoway
Susan,Thomson,1986-10-21,Dumfries
Winifred,Black,1962-10-03,Downpatrick
Steven,Walker,1926-10-13,Ballymena
Peter,Burns,1913-06-29,Coleraine
Grace,Farrow,1934-08-12,Milngavie
Peter,Hay,1872-05-27,Forres
Nancy,Jones,1930-06-05,Enniskillen
Patrick,Kennedy,1865-01-13,Kirkintilloch
Harold,Black,1844-01-18,West Calder
James,Gray,1936-09-22,Kirkcaldy
Michael,Ghillyer,1955-06-07,Brechin
Muriel,Hutchinson,1966-12-15,Banff
George,Helm,1887-12-30,Clydebank
Edith,Sinclair,1965-12-13,Musselburgh
Amos,Penney,1940-09-16,Leven
Florence,Kennedy,1857-03-12,Portsoy
Hugh,Cash,1957-09-22,Dalry
James,Munro,1981-09-30,Dundee
Alice,Clark,1865-06-15,West Calder
Daniel,Douglas,1891-08-29,Dingwall
Patrick,Humphreys,1943-03-11,Glasgow
Patrick,Shaw,1949-09-23,Crieff
Betty,Williams,1874-02-11,Dingwall
Ada,Hetherington,1934-11-28,Keith
Mary,Crawford,1979-10-09,Bridge of Allan
Joseph,Simpson,1935-01-24,Dundee
Joseph,Millar,1914-10-21,Kilmarnock
Beatrice,Hyam,1900-10-26,Dunfermline
Elsie,Farrow,1881-10-30,Oban
Josephine,Ritchie,1934-02-12,Londonderry
John,Kennedy,1955-06-22,Dalbeattie
Beatrice,Williamson,1972-08-13,Glasgow
John,Barth,1920-04-13,Dalkeith
Alexander,Doyle,1841-03-03,Golspie
Margaret,Rogerson,1943-09-13,Campbeltown
Patrick,Wood,1943-08-28,Golspie
James,Grant,1869-11-30,Dungannon
Alice,Styles,1904-12-15,Lanark
Agnes,Henderson,1891-09-28,Barrhead
Christopher,Burns,1863-11-10,Falkirk
Muriel,Fraser,1885-03-16,Blairgowrie
Frederick,Williams,1883-09-03,Carluke
George,Wilson,1951-05-21,Falkirk
Dorothy,Denton,1949-01-09,Dungannon
Amos,Gray,1929-08-01,Stornoway
Norman,Mclaughlan,1855-04-05,Peebles
Hugh,Hay,1852-07-15,Coatbridge
Sheila,Helm,1948-11-06,Newton Stewart
Winifred,Reid,1938-12-11,Lanark
Lily,Crawford,1921-10-15,Golspie
Thomas,Black,1841-07-11,Omagh
Mary,Sinclair,1866-04-26,Ballymena
Hugh,Black,1883-10-30,Milngavie
Harold,Walker,1981-04-12,West Calder
Janet,Clark,1950-07-20,Stranraer
Iris,Ritchie,1980-09-28,Hawick
Ruth,Hutchinson,1911-09-15,Rothesay
Jane,Scott,1955-03-05,Kilmarnock
Thomas,Styles,1919-03-29,Langholm
Jean,Currie,1891-04-06,Montrose
William,Stevenson,1874-11-07,Dromore
Sidney,Jeffery,1927-08-29,Edinburgh
Albert,Renshaw,1948-05-21,Elgin
Dorothy,Duff,1911-01-20,Crieff
Margaret,Doyle,1874-06-14,Dumbarton
Frederick,MacDonald,1842-09-25,Anstruther
James,Findlay,1914-10-25,Irvine
Ada,Simpson,1987-04-14,Banbridge
Florence,Hyam,1880-04-11,Alloa
Gladys,Johnston,1971-01-13,Belfast
Jose,Findlay,1872-06-01,Hamilton
Ruth,Jones,1978-03-06,Cupar
Ethel,Ross,1920-02-02,Newtownards
Catherine,Grant,1925-12-10,Nairn
Ronald,Clark,1936-05-24,Ballymoney
Ronald,Wright,1916-08-02,Bellshill
Amos,Smith,1841-03-24,Ardrossan
Josephine,Jeffery,1946-10-30,Kirkwall
Amos,Brown,1970-12-27,Kilmarnock
William,Johnston,1861-09-21,Dingwall
Philip,Shaw,1923-09-25,Milngavie
George,MacDonald,1911-03-25,Bangor
James,Penney,1862-09-14,Rothesay
Mary,Duncan,1986-03-21,Elgin
Janet,Fraser,1846-01-21,Linlithgow
Doris,Millar,1914-02-24,Ardrossan
Gladys,Bruce,1847-07-01,Aberdeen
Charles,Hyam,1933-10-03,Downpatrick
Agnes,Crawford,1942-07-15,Omagh
Steven,Milne,1860-12-29,Linlithgow
Nellie,Findlay,1859-10-08,Crieff
Agnes,Beetham,1972-04-06,Larne
Ronald,Gordon,1955-10-18,Barrhead
Anne,Barth,1985-02-06,Dalkeith
Dorothy,Penney,1863-10-21,Wick
